start	end	text
7417354	7423824	I do 54 meters because it's about a quart and a half, and so that's what I have our guys do, and they've got some pretty good results off that.
7423864	7428612	So mark out 54 feet, and then halfway put another cone.
7428592	7434779	All right, so you have a cone here, you have a cone halfway, and then you have a cone at that 54 meters.
7434799	7437121	So for this phase, we have six sprints.
7437341	7440745	All right, so it's six sets of one with a break in between.
7441206	7445210	For the first one, I want you to accelerate at 50%.
7445510	7449274	So start split stance, and you're just going to accelerate at 50%.
7449795	7453038	Once you hit the cone, you're going to then accelerate to 75%.
7454160	7455561	So we're not all out yet.
7455541	7461494	all the way through that 54 meters, walk it back nice and slow, take a minute, take as long as you need.
7461895	7464962	Once you feel good to go, we're back in for that second set.
7465082	7473921	Now, we're accelerating at 75%, and then I want you, once you hit that first cone, go up to 90%, alright?
7474402	7475625	Walk it back.
7475605	7479009	Now the next one, I want you to accelerate at 90%.
7479990	7482533	Once you hit the first cone, boost it up to 100%.
7483614	7486677	So that's the first one where we're all out walking back.
7486997	7489821	The last three are 100% all the way through.
7489881	7496748	If you have a friend, keep time, try to beat your time, all three reps, because we need max intent.
7496808	7498950	I need you going as fast as you possibly can.
7499391	7503115	Week after week, we should be decreasing our sprint time.
7503095	7517202	Now, if you cannot get it on a track, I really advise trying to find somewhere where you have that long distance because if you have to do this on a basketball court, that's okay, but you can't reach true top end speed on a basketball court, right?
7517262	7524816	By the time we get out of acceleration and we start to raise up into that top end speed, we're already almost getting to that baseline.
7524796	7527943	So we already have to decelerate and change directions.
7528384	7531570	And so that's a huge thing in basketball and volleyball.
7531590	7536060	We never are exposed to top end speed because everything is acceleration.
7536080	7544678	But like I said, it's so beneficial to train top end speed because it translates to other qualities such as single leg jumping.
7545232	7547096	I really advise trying to find the space.
7547638	7559485	If you have to do it on a basketball court, then go ahead and just accelerate early and try to get as fast as we can early on and sprint through the baseline, walk it back.
7559786	7564236	You can go up to 10 sets instead of just doing six sets.
7586204	7591891	So for our bound two-foot takeoff combo, first of all, I'm going for distance and height.
7591971	7598298	So if you're doing it on a basketball court, I would start just inside the high school three-point line, heels on the line.
7598739	7600861	I'm gonna start with a broad jump, all right?
7600941	7606388	So I'm rocking the arms back, I'm getting a good torso angle, I'm jumping as far forward.
7606768	7613856	Now, instead of landing on two, I'm gonna land on one, and I'm gonna stay stiff with that foot and spring into that next bound.
7614217	7615198	So I'm gonna jump,
7615178	7625834	I'm going to land right, and then I'm going to jump to my left, and from my left, I get straight into my penultimate step, so then it's right, left, take off, all right?
7626174	7630701	So we're building a ton of explosiveness, stiffness, reactive strength.
7630721	7635448	Most importantly, we're building that rhythm into the two-foot takeoff.
7635428	7642781	So it would be as far as I can, right, left, right, left, take off.
7642801	7647408	Off this left foot, I don't want you to think about a bound where you're getting as far as you can.
7647829	7654821	I just want you to get a little bit of distance and kind of build that rhythm into that long penultimate stride.
7655341	7658687	If you're doing it on the court, the further out we can get, the better.
7658727	7668927	So if I'm good there and I can get up and, you know, say you can only touch the backboard, if you can get up and touch the backboard, then okay, cool, let's move it back.
7669047	7672233	Let's go NBA three and then let's move it back a couple feet.
7672574	7678665	If you can get back close to the circle at the half court line, that's pretty impressive, all right?
7678645	7684451	I do want you to get max jump height, though, so I need you to touch as high as you can.
7684812	7686514	Let's say you can already touch the rim.
7686794	7688696	You need to do this with a basketball, all right?
7688976	7698267	And I need you to get up there and throw down some dunks, try some different dunks that you've never worked on before, and let's try to really push ourselves to get that max jump height.
7698487	7700469	So, of course, we're going to switch sides on this.
7700509	7707437	So if I said three sets of two, that means two broad right, left, right,
7708210	7711941	two of those, and then two on the other side to complete one set.
7712161	7714408	So then the other side would be just the opposite.
7714448	7722591	So it would be off two, land left, right, left, right, turn stance that way, get up probably left hand.
7754870	7757532	for our power skip single leg takeoff.
7757552	7765900	This is a fun combination exercise that builds single leg jumping ability, single leg explosiveness, and builds rhythm into our single leg takeoff.
